text,mitre_technique_ID,mitre_technique_name
"When the user double clicks or opens the lnk file,",T1204.002,User Execution: Malicious File
lures the user to open a document.lnk file which will execute the malicious DLL loader,T1204.002,User Execution: Malicious File
"The execution phase started with that password protected zip, which after extracting would show the user an ISO file that after the user double clicks",T1204.002,User Execution: Malicious File
starts a hidden file in the directory,T1564.001,Hide Artifacts: Hidden Files and Directories
"then proceeded to inject into various other processes on the host (explorer.exe, rundll32.exe).",T1055,Process Injection
"From these injected processes,",T1055,Process Injection
the different processes they injected into,T1055,Process Injection
a process where Cobalt Strike was injected into,T1055,Process Injection
The process injection technique was used multiple times to inject into different processes,T1055,Process Injection
Almost every post-exploitation job was launched from an injected process.,T1055,Process Injection
a process where the threat actors injected:,T1055,Process Injection
where they were previously injected into,T1055,Process Injection
Threat actors performed the first lateral movement from the beachhead to the server using RDP with an Administrator account,T1055,Process Injection
previously injected into,T1055,Process Injection
"Process injections in svchost process via CreateRemoteThread, Default named pipes, etc",T1055,Process Injection
processes which threat actors injected into:,T1055,Process Injection
"After injecting into various processes on the host,",T1055,Process Injection
various injections across hosts,T1055,Process Injection
injected into multiple processes on different hosts.,T1055,Process Injection
the threat actors began discovery tasks using Windows utilities,T1059.003,Command and Scripting Interpreter: Windows Command Shell
These batch scripts’ purposes,T1059.003,Command and Scripting Interpreter: Windows Command Shell
then two batch scripts were dropped and run.,T1059.003,Command and Scripting Interpreter: Windows Command Shell
"using the following command line:


C:\Windows\System32\cmd.exe /c",T1059.003,Command and Scripting Interpreter: Windows Command Shell
C:\Windows\system32\cmd.exe /C powershell.exe -nop -w hidden -c,T1059.003,Command and Scripting Interpreter: Windows Command Shell
launching the getsystem command in the wrong console (shell console rather than the beacon console).,T1059.003,Command and Scripting Interpreter: Windows Command Shell
C:\Windows\system32\cmd.exe /C getsystem,T1059.003,Command and Scripting Interpreter: Windows Command Shell
cmd.exe /C,T1059.003,Command and Scripting Interpreter: Windows Command Shell
C :\Windows\system32\cmd.exe /C shell,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Threat actors used two scripts named s.bat (for servers) and w.bat,T1059.003,Command and Scripting Interpreter: Windows Command Shell
bat script:,T1059.003,Command and Scripting Interpreter: Windows Command Shell
bat script:,T1059.003,Command and Scripting Interpreter: Windows Command Shell
using Windows utilities like ping and tasklist.,T1057,Process Discovery
tasklist,T1057,Process Discovery
tasklist was also used in order to enumerate processes on multiple hosts remotely,T1057,Process Discovery
process list,T1057,Process Discovery
the threat actor started their first lateral movement using RDP,T1021.001,Remote Services: Remote Desktop Protocol
they accessed the server via RDP,T1021.001,Remote Services: Remote Desktop Protocol
"Threat actors used explorer.exe, where they were previously injected into, to initiate a proxied RDP connection to a server:",T1021.001,Remote Services: Remote Desktop Protocol
the threat actor started their first lateral movement using RDP to pivot to a server using the local Administrator account.,T1078,Valid Accounts
the first lateral movement from the beachhead to the server using RDP with an Administrator account:,T1078,Valid Accounts
and again on a server with Administrator privileges.,T1078,Valid Accounts
using the Administrator account each time,T1078,Valid Accounts
"to execute Procdump, which was used to dump lsass.",T1003.001,OS Credential Dumping: LSASS Memory
"they used yet another technique to dump LSASS on the beachhead host, this time using a built in Windows tool comsvcs.dll.",T1003.001,OS Credential Dumping: LSASS Memory
dumping their LSASS process,T1003.001,OS Credential Dumping: LSASS Memory
LSASS Dump,T1003.001,OS Credential Dumping: LSASS Memory
Threat actors dumped the LSASS process from the beachhead using the comsvcs.dll MiniDump technique,T1003.001,OS Credential Dumping: LSASS Memory
C:\programdata\procdump64.exe -accepteula -ma lsass.exe C:\ProgramData\lsass.dmp,T1003.001,OS Credential Dumping: LSASS Memory
"Threat actors also dropped procdump.exe and procdump64.exe on multiple workstations remotely, dumped LSASS,",T1003.001,OS Credential Dumping: LSASS Memory
"Next, the threat actor transferred Sysinternals tool Procdump over SMB, to the ProgramData folders on multiple hosts in the environment.",T1570,Lateral Tool Transfer
"Using the Cobalt Strike beacon, the threat actors transferred AnyDesk (1).exe file from the beachhead to a server:",T1570,Lateral Tool Transfer
The threat actors also transferred ProcDump from the beachhead to multiple workstations:,T1570,Lateral Tool Transfer
This first lateral movement was performed in order to drop and install AnyDesk.,T1570,Lateral Tool Transfer
threat actors remotely dropped AnyDesk binary on a server from the beachhead:,T1570,Lateral Tool Transfer
used PowerShell to download and execute,T1105,Ingress Tool Transfer
which downloaded obfuscated PowerShell and executed it in memory:,T1105,Ingress Tool Transfer
"just C2 communications; until around 3 hours later, Bumblebee dropped a Cobalt Strike beacon",T1105,Ingress Tool Transfer
dropping and the execution of several payloads using multiple techniques,T1105,Ingress Tool Transfer
"threat actors used CS as the main Command and Control tool, dropped several payloads,",T1105,Ingress Tool Transfer
the threat actors used a service account to execute a Cobalt Strike beacon remotely on a Domain Controller.,T1569.002,System Services: Service Execution
"C:\Windows\System32\cmd.exe /c start rundll32 namr.dll,IternalJob",T1218.011,System Binary Proxy Execution: Rundll32
Sysmon File Created event showing wab.exe created by rundll32.exe,T1218.011,System Binary Proxy Execution: Rundll32
cmd.exe /C rundll32.exe,T1218.011,System Binary Proxy Execution: Rundll32
C:\Windows\System32\rundll32.exe,T1218.011,System Binary Proxy Execution: Rundll32
"Because rundll32.exe executed PowerShell, we can see that rundll32.exe created",T1218.011,System Binary Proxy Execution: Rundll32
were initiated from the rundll32.exe process,T1218.011,System Binary Proxy Execution: Rundll32
The random (PsExec) service runs a rundll32.exe process without any arguments.,T1218.011,System Binary Proxy Execution: Rundll32
"The metadata included TA machine’s hostname,",T1082,System Information Discovery
systeminfo,T1082,System Information Discovery
"wmic product get name,version",T1082,System Information Discovery
“Display information about current Windows version,T1082,System Information Discovery
MAC address,T1016,System Network Configuration Discovery
ipconfig /all,T1016,System Network Configuration Discovery
showing wab.exe executed by WMI,T1047,Windows Management Instrumentation
wmic /node,T1047,Windows Management Instrumentation
wmic,T1047,Windows Management Instrumentation
obfuscated PowerShell,T1027,Obfuscated Files or Information
"Once deobfuscated,",T1140,Deobfuscate/Decode Files or Information
its installation as a service was used in order to persist and create a backdoor to the network.,T1543.003,Create or Modify System Process: Windows Service
the win32 function CreateServiceA was used by the malware in order to create a remote service over RPC on the server.,T1543.003,Create or Modify System Process: Windows Service
"a remote service was created with random alphanumeric characters, service name and service file name",T1543.003,Create or Modify System Process: Windows Service
Below is an example of the service edc603a that was created,T1543.003,Create or Modify System Process: Windows Service
A new service was created,T1543.003,Create or Modify System Process: Windows Service
Threat actors obtained and abused credentials of privilege domain accounts,T1078,Valid Accounts
"A service account, with Domain Administration permissions, was used to create a remote service on a Domain Controller to move laterally.",T1078,Valid Accounts
the service account logged into one of the Domain Controllers from the beachhead.,T1078,Valid Accounts
"We observed the threat actors deleting their tools (Procdump, Network scanning scripts, etc.) from hosts.",T1027,Obfuscated Files or Information
ProcDump deletion from the ProgramData folder of all targeted workstations after dumping their LSASS process:,T1027,Obfuscated Files or Information
"Threat actors also dropped procdump.exe and procdump64.exe on multiple workstations remotely, dumped LSASS, and deleted them from the ProgramData folder:",T1027,Obfuscated Files or Information
whoami,T1033,System Owner/User Discovery
C :\Windows\system32\cmd.exe /C shell whoami /all,T1033,System Owner/User Discovery
the win32 function CreateServiceA was used by the malware,T1106,Native API
The account used to perform this lateral movement,T1078,Valid Accounts
Threat actors executed this tool on patient 0 with low-level privileges multiple times,T1078,Valid Accounts
"The threat actor then deployed Anydesk, which was the only observed persistence mechanism used during the intrusion.",T1219,Remote Access Software
they accessed the server via Anydesk.,T1219,Remote Access Software
AnyDesk and its installation as a service was used,T1219,Remote Access Software
"AnyDesk logs, %ProgramData%\AnyDesk\ad_svc.trace and %AppData%\AnyDesk\ad.trace, show that it was used during Day 1 and Day 7 of this intrusion",T1219,Remote Access Software
"The threat actors managed to get access to the beachhead host after the successful execution of a lnk file within an ISO, which are usually distributed through email campaigns.",T1566.001,Phishing: Spearphishing Attachment
Threat actors also created a remote thread in svchost.exe,T1055,Process Injection
"Right after its execution, the wab.exe process created two remote threads in order to inject code into explorer.exe and rundll32.exe:",T1055,Process Injection
the service account password was weak and cracked offline by threat actors.,T1110,Brute Force
Named pipes were created in order to establish communication between CS processes,T1090,Proxy
Named piped are commonly used by Cobalt Strike perform various techniques.,T1090,Proxy
used CMD-based scripts,T1059.003,Command and Scripting Interpreter: Windows Command Shell
CMD-based scripts,T1059.003,Command and Scripting Interpreter: Windows Command Shell
CMD-based scripts,T1059.003,Command and Scripting Interpreter: Windows Command Shell
gets executed via the “SHELLEXECUTE”.,T1059.003,Command and Scripting Interpreter: Windows Command Shell
The first .CMD file set seen to use AutoIt in its execution,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Each email has an HTML attachment.,T1566.001,Phishing: Spearphishing Attachment
"The email text employs scare tactics, such as evidence of a traffic violation, prompting the user to open the HTML attachment",T1566.001,Phishing: Spearphishing Attachment
prompting the user to open the HTML attachment,T1204.002,User Execution: Malicious File
contains some junk code and data in HEX format.,T1027,Obfuscated Files or Information
The data blob in HEX decodes,T1140,Deobfuscate/Decode Files or Information
slightly obfuscated URL address,T1027,Obfuscated Files or Information
two base64 encoded data blobs and code instructions for its execution.,T1027,Obfuscated Files or Information
base64 data block execution,T1027,Obfuscated Files or Information
The first base64 data blob,T1027,Obfuscated Files or Information
All data is then sent back to the attacker's C2,T1041,Exfiltration Over C2 Channel
the attacker's C2 via the HTTP POST method.,T1071.001,Application Layer Protocol: Web Protocols
The C2 is constructed with the victim's enumerated data,T1005,Data from Local System
"extract sensitive information,",T1005,Data from Local System
operating system version,T1082,System Information Discovery
OS architecture (x86 or x64),T1082,System Information Discovery
keyboard layout,T1082,System Information Discovery
Opening the attached “multa_de_transito_502323.html” file triggers the embedded JavaScript,T1027,Obfuscated Files or Information
download a “.VBS” file,T1105,Ingress Tool Transfer
It proceeds by downloading the “sqlite3.dll” file,T1105,Ingress Tool Transfer
"to steal Outlook data such as server, user, and password from POP3, SMPT, and IMAP registry keys",T1012,Query Registry
exploiting vulnerable web-facing devices,T1190,Exploit Public-Facing Application
"exfiltrate proprietary or confidential information,",T1005,Data from Local System
decrypting a shellcode,T1140,Deobfuscate/Decode Files or Information
starts by decrypting its initial configuration data,T1140,Deobfuscate/Decode Files or Information
It starts its code by decrypting its initial configuration,T1140,Deobfuscate/Decode Files or Information
the code of the decryption algorithm used by RedLine Stealer to decrypt its initial configuration data,T1140,Deobfuscate/Decode Files or Information
Once the initial configuration data has been decrypted,T1140,Deobfuscate/Decode Files or Information
to decrypt the password stored,T1140,Deobfuscate/Decode Files or Information
"Once the master key is decrypted,",T1140,Deobfuscate/Decode Files or Information
to decrypt it using AES GCM algorithm,T1140,Deobfuscate/Decode Files or Information
The decrypted password,T1140,Deobfuscate/Decode Files or Information
Try to disable Windows Defender service “WinDefend”,T1562.001,Impair Defenses: Disable or Modify Tools
Try to disable Tamper Protection settings of Windows Defender,T1562.001,Impair Defenses: Disable or Modify Tools
"Try to Disable AntiSpyware, Real Time Protection and notification of Windows Defender.",T1562.001,Impair Defenses: Disable or Modify Tools
"Disable Windows update services such as (“wuauserv”, “WaaSMedicSvc”, “UsoSvc”)",T1562.001,Impair Defenses: Disable or Modify Tools
Disable Automatic Update and change Windows configurations related to Windows Update ,T1562.001,Impair Defenses: Disable or Modify Tools
which is often encoded or encrypted to prevent detection,T1027,Obfuscated Files or Information
combination of Base64 and XOR functions.,T1027,Obfuscated Files or Information
The master key is encoded with Base64 and encrypted,T1027,Obfuscated Files or Information
to grab the encoded and encrypted master key,T1027,Obfuscated Files or Information
it will parse the AES IV (Initialization vector) and the encrypted password,T1027,Obfuscated Files or Information
to steal information from the compromised or targeted host,T1005,Data from Local System
has the ability to collect or extract various types of system information from a targeted or compromised computer,T1082,System Information Discovery
func_GetHostSerialNumber(),T1082,System Information Discovery
host serial number,T1082,System Information Discovery
"Retrieves  system default language, timezone and OS version",T1082,System Information Discovery
"Get processor information of the compromised host by executing ""SELECT * FROM Win32_Processor""",T1082,System Information Discovery
func_GetProcessor(),T1082,System Information Discovery
func_GetLanguageTimeZoneOsVersion(),T1082,System Information Discovery
func_GetGraphicCards,T1082,System Information Discovery
"Get AdapterRAM and Graphic Card Name and type by executing  ""root\\CIMV2"", ""SELECT * FROM Win32_VideoController""",T1082,System Information Discovery
func_GetTotalRAM(),T1082,System Information Discovery
"Get the total RAM size of compromised host by executing ""SELECT * FROM Win32_OperatingSystem"" and look for ""TotalVisibleMemorySize""",T1082,System Information Discovery
"Retrieve the user domain name, username",T1033,System Owner/User Discovery
Get the user name of the compromised host,T1033,System Owner/User Discovery
func_GetUserName(),T1033,System Owner/User Discovery
"Parse firewall and Anti Virus Product install in the compromised host by running
""SELECT * FROM ROOT\\SecurityCenter2""
""SELECT * FROM ROOT\\SecurityCenter""
""SELECT * FROM AntivirusProduct""
""SELECT * FROM FirewallProduct""
""SELECT * FROM AntiSpyWareProduct""",T1518.001,Software Discovery: Security Software Discovery
func_GetFirewalls(),T1518.001,Software Discovery: Security Software Discovery
func_ListProcesses(),T1057,Process Discovery
Retrieve process list and process information by running 'SELECT * FROM Win32_Process',T1057,Process Discovery
Screen Capture,T1113,Screen Capture
func_ScanScreen() is the one responsible for this screen capture capability,T1113,Screen Capture
has a functionality to capture a screenshot of the targeted or compromised host as part of its data collection and exfiltration,T1113,Screen Capture
uses .NET Graphics class CopyFromScreen Function() to transfer a bit block of color data from the screen to the Graphic drawing surface that will be saved in memory stream for data exfiltration.,T1113,Screen Capture
Parse all installed application in the compromised host by querying 'SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall' registry,T1012,Query Registry
"Parse browser application and browser version installed in the compromised host by querying ""SOFTWARE\WOW6432Node\Clients\StartMenuInternet"" or ""SOFTWARE\Clients\StartMenuInternet"" registry",T1012,Query Registry
uses .NET Graphics class CopyFromScreen Function(),T1106,Native API
using Windows CryptProtectData() API.,T1106,Native API
cracking browser sensitive information like passwords,T1110,Brute Force
The decrypted password will be sent to its C2 Server as part of its data exfiltration.,T1041,Exfiltration Over C2 Channel
it enumerates several known Crypto Wallet directories and looks for files related to crypto currencies by looking for files having “wallet” substring on its file name.,T1083,File and Directory Discovery
"used a compiled remote desktop malware,",T1021.001,Remote Services: Remote Desktop Protocol
then executed RDPEnable on the infected machine.,T1021.001,Remote Services: Remote Desktop Protocol
There were also instances of the malware actors using PsEXEC to enable the remote desktop protocol (RDP) of a target system,T1021.001,Remote Services: Remote Desktop Protocol
It enumerates files and directories,T1083,File and Directory Discovery
File enumeration,T1083,File and Directory Discovery
"using FindFirstFileW, FindNextFileW, and FindClose APIs",T1083,File and Directory Discovery
For each directory it traverses,T1083,File and Directory Discovery
"using FindFirstFileW, FindNextFileW, and FindClose APIs",T1106,Native API
installing remote access software.,T1219,Remote Access Software
"actors used tools such as PCHunter, PowerTool, GMER, and Process Hacker to disable any security-related services running in the system.",T1562.001,Impair Defenses: Disable or Modify Tools
by listing accessible local IPs,T1016,System Network Configuration Discovery
It checks for the number of processors in the infected system,T1082,System Information Discovery
Checking the number of processors,T1082,System Information Discovery
"This is a multi-stage attack that involves sideloading DLLs,",T1574.002,Hijack Execution Flow: DLL Side-Loading
involves sideloading DLLs along,T1574.002,Hijack Execution Flow: DLL Side-Loading
icon files with encrypted data appended to the end of the files.,T1027,Obfuscated Files or Information
"These encrypted strings,",T1027,Obfuscated Files or Information
"once decrypted, contained the C2 domains for additional malicious artifacts.",T1140,Deobfuscate/Decode Files or Information
attempt to obtain system information,T1082,System Information Discovery
the malware attempts to retrieve additional malicious artifacts,T1105,Ingress Tool Transfer
Inject and execute DLLs,T1055,Process Injection
Manipulate processes (list,T1057,Process Discovery
Manipulate files and directories (list,T1083,File and Directory Discovery
"Manipulate files and directories (list, download, upload, view, delete",T1070.004,Indicator Removal: File Deletion
"download, upload",T1105,Ingress Tool Transfer
Take screenshots,T1113,Screen Capture
Execute commands via Command Prompt,T1059.003,Command and Scripting Interpreter: Windows Command Shell
executed using ShellExecute with the following command line:,T1059.003,Command and Scripting Interpreter: Windows Command Shell
This type of threats is usually delivered as email attachments.,T1566.001,Phishing: Spearphishing Attachment
Encoded binary payload,T1027,Obfuscated Files or Information
Encrypted and compressed payload,T1027,Obfuscated Files or Information
Start of encrypted and compressed loader configuration and payload,T1027,Obfuscated Files or Information
"an encoded payload split across several nodes, further complicating its extraction.",T1027,Obfuscated Files or Information
That node contains the encoded payload.,T1027,Obfuscated Files or Information
the encoded payload,T1027,Obfuscated Files or Information
"To hide the strings it uses during its execution, it primarily uses a simple encoding by subtracting 35 from each character of the original string and encoding the result with Base64",T1027,Obfuscated Files or Information
"Similar to decoding strings, the binary payload is extracted by decoding the data using Base64 and adding 35.",T1140,Deobfuscate/Decode Files or Information
the resulting bytes are further decoded with xor 82.,T1140,Deobfuscate/Decode Files or Information
The decoded payload,T1140,Deobfuscate/Decode Files or Information
Once the payload is decoded,T1140,Deobfuscate/Decode Files or Information
After decrypting and decompressing the payload,T1140,Deobfuscate/Decode Files or Information
Decrypted and decompressed payload,T1140,Deobfuscate/Decode Files or Information
Decodes sensitive memory regions in the current process with the same XOR key,T1140,Deobfuscate/Decode Files or Information
it locates a packed and compressed payload,T1027,Obfuscated Files or Information
Injection type: Current process (1) or in the new process,T1055,Process Injection
Process to inject into,T1055,Process Injection
 Process to inject into,T1055,Process Injection
this loader prepends a stub containing 79 bytes of junk instructions before the actual payload shellcode.,T1027,Obfuscated Files or Information
The bytes at 25 hardcoded offsets within this stub are replaced with random bytes to hinder shellcode detection.,T1027,Obfuscated Files or Information
"To launch the shellcode, the loader calls ZwCreateThreadEx to create a new suspended injection thread hidden from debuggers using the THREAD_CREATE_FLAGS_CREATE_SUSPENDED (0x01) and THREAD_CREATE_FLAGS_HIDE_FROM_DEBUGGER (0x4) thread creation flags.",T1055,Process Injection
by redirecting calls to the Windows Sleep API to its own function,T1106,Native API
communicates with the C2 server specified in the configuration via HTTP or HTTPS POST requests,T1071.001,Application Layer Protocol: Web Protocols
shared with the C2 server on the initial check-in request (Figure 11) for encrypting subsequent data communicated between the agent and C2 server with AES-256-CTR.,T1573.001,Encrypted Channel: Symmetric Cryptography
the execution of the downloaded DLL via the tool rundll32.exe.,T1218.011,System Binary Proxy Execution: Rundll32
performs the download of a file,T1105,Ingress Tool Transfer
PowerShell script that downloads and executes a dropper,T1105,Ingress Tool Transfer
downloads a payload,T1105,Ingress Tool Transfer
malware dynamically calls the API NtAllocateVirtualMemory,T1106,Native API
AES Cryptographic Provider from WinCrypt APIs,T1106,Native API
the API Web RESTful that provides access to Microsoft Cloud service resources.,T1106,Native API
using the Microsoft Graph API,T1106,Native API
uses the Microsoft Graph API,T1106,Native API
decrypted using the RSA,T1140,Deobfuscate/Decode Files or Information
The malware proceeds to de-obfuscate strings using a XOR loop,T1140,Deobfuscate/Decode Files or Information
de-obfuscated strings:,T1140,Deobfuscate/Decode Files or Information
decrypted through an AES-256-CBCdecryption algorithm,T1140,Deobfuscate/Decode Files or Information
decrypted,T1140,Deobfuscate/Decode Files or Information
the decrypted content,T1140,Deobfuscate/Decode Files or Information
The code in the injected PE,T1055,Process Injection
"injects in itself a new PE (Portable Executable) file,",T1055,Process Injection
passes the execution to the region of memory in which the copied PE is allocated,T1055,Process Injection
the imported code dynamically calls VirtualAlloc to allocate a new region of memory in which a new PE file is copied.,T1055,Process Injection
the full HTTP request to make the first connection to the C&C,T1071.001,Application Layer Protocol: Web Protocols
enumerating the child files in the check OneDrive subdirectory.,T1083,File and Directory Discovery
The execution triggers the setting of the following registry key,T1112,Modify Registry
triggered when the user starts the presentation mode and moves the mouse,T1204.002,User Execution: Malicious File
triggered when the user starts the presentation mode and moves the mouse,T1204.002,User Execution: Malicious File
"A new file, again with a JPEG extension",T1027,Obfuscated Files or Information
"Contents of the .img file, including the hidden files",T1564.001,Hide Artifacts: Hidden Files and Directories
hiding the rest of its files from the user.,T1564.001,Hide Artifacts: Hidden Files and Directories
to run the subsequent BAT scripts,T1059.003,Command and Scripting Interpreter: Windows Command Shell
the attacker’s BAT file to run,T1059.003,Command and Scripting Interpreter: Windows Command Shell
The BAT script,T1059.003,Command and Scripting Interpreter: Windows Command Shell
a BAT file (4.2) to be run on logon as another UI shell,T1059.003,Command and Scripting Interpreter: Windows Command Shell
executes another BAT script,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Some variants used a known UAC bypass method abusing the legitimate fodhelper.exe,T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control
UAC bypass implementation,T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control
"If it fails, it sets in the registry",T1112,Modify Registry
Register a new service,T1543.003,Create or Modify System Process: Windows Service
a new service that will run its VBS script (4.1) using sc.exe.,T1569.002,System Services: Service Execution
the malicious executable to unpack itself.,T1027,Obfuscated Files or Information
"which is unpacked only when run with a unique password, allow evading traditional signature-based detection.",T1027,Obfuscated Files or Information
decrypting and running the ransomware,T1140,Deobfuscate/Decode Files or Information
The user is then prompted to open the single visible shortcut (2) file.,T1204.002,User Execution: Malicious File
contains obfuscated VBA scripts or a binary with a JPG extension,T1027,Obfuscated Files or Information
to trick users into opening the malicious attachments in,T1204.002,User Execution: Malicious File
"If a target opens the malicious attachment,",T1204.002,User Execution: Malicious File
using three possible types of messages to try to get a target to open the email and malicious attachment.,T1204.002,User Execution: Malicious File
"The attachment, if opened,",T1204.002,User Execution: Malicious File
spear phishing emails pretending to be from financial vendors or partners to trick users into opening the malicious attachments in the emails.,T1566.001,Phishing: Spearphishing Attachment
a malicious attachment sent via phishing emails,T1566.001,Phishing: Spearphishing Attachment
"the malicious attachment,",T1566.001,Phishing: Spearphishing Attachment
the email and malicious attachment.,T1566.001,Phishing: Spearphishing Attachment
sends emails pretending to be related to a shipment notice for the target which contain a malicious attachment.,T1566.001,Phishing: Spearphishing Attachment
Both send information to command and control (C2) servers,T1041,Exfiltration Over C2 Channel
keylogging every tap,T1056.001,Input Capture: Keylogging
obtain logs of the infected machine’s keystrokes,T1056.001,Input Capture: Keylogging
exfiltrate data from messaging applications such as WhatsApp and Viber,T1005,Data from Local System
The malware can deliver payloads from the command and control (C2) server,T1105,Ingress Tool Transfer
This vulnerability allows for a threat actor to obtain system privileges,T1068,Exploitation for Privilege Escalation
take screenshots,T1113,Screen Capture
"This version of CEIDPageLock has VMProtect, which makes analysis and unpacking difficult",T1027,Obfuscated Files or Information
then proceeded to dump credentials from LSASS.,T1003.001,OS Credential Dumping: LSASS Memory
the threat actors again used Get-System to elevate and then dumped LSASS.,T1003.001,OS Credential Dumping: LSASS Memory
"Cobalt Strike beacons accessing LSASS on multiple occasions, on almost every compromised host.",T1003.001,OS Credential Dumping: LSASS Memory
threat actor injected into a dllhost.exe process,T1055,Process Injection
which is then injected into svchost and dllhost.,T1055,Process Injection
Process injection was observed during the intrusion,T1055,Process Injection
direct Cobalt Strike processes and the injected processes,T1055,Process Injection
"injecting into multiple other processes, such as explorer.exe and svchost.exe, to execute further payloads.",T1055,Process Injection
dumped from an injection into the SearchIndexer process,T1055,Process Injection
This was achieved by transferring a Cobalt Strike DLL over SMB,T1570,Lateral Tool Transfer
the SMB lateral transfer of one of the Atera Agent MSI installers (1.msi) used to gain access laterally on a host and provide persistence for later access.,T1570,Lateral Tool Transfer
SMB to transfer DLL's into the ProgramData folder of hosts for purposes of lateral movement.,T1570,Lateral Tool Transfer
and executing via a remote service on another workstation.,T1569.002,System Services: Service Execution
using a batch file named find.bat.,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Windows discovery commands,T1059.003,Command and Scripting Interpreter: Windows Command Shell
using a batch script,T1059.003,Command and Scripting Interpreter: Windows Command Shell
batch script,T1059.003,Command and Scripting Interpreter: Windows Command Shell
basic discovery tasks on the host using built in Windows utilities.,T1059.003,Command and Scripting Interpreter: Windows Command Shell
C:\Windows\system32\cmd.exe /C,T1059.003,Command and Scripting Interpreter: Windows Command Shell
C:\Windows\system32\cmd.exe /C,T1059.003,Command and Scripting Interpreter: Windows Command Shell
C:\Windows\system32\cmd.exe /C,T1059.003,Command and Scripting Interpreter: Windows Command Shell
C:\Windows\system32\cmd.exe /C,T1059.003,Command and Scripting Interpreter: Windows Command Shell
C:\Windows\system32\cmd.exe /C,T1059.003,Command and Scripting Interpreter: Windows Command Shell
C:\Windows\system32\cmd.exe /C,T1059.003,Command and Scripting Interpreter: Windows Command Shell
via the find.bat batch script.,T1059.003,Command and Scripting Interpreter: Windows Command Shell
which was then fed to a batch script,T1059.003,Command and Scripting Interpreter: Windows Command Shell
"The batch file contained one line,",T1059.003,Command and Scripting Interpreter: Windows Command Shell
began enumerating the network using native Windows binaries,T1059.003,Command and Scripting Interpreter: Windows Command Shell
via the interactive shell,T1059.003,Command and Scripting Interpreter: Windows Command Shell
wrote a registry run key for persistence,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder
used a registry run key to maintain persistence.,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder
systeminfo,T1082,System Information Discovery
systeminfo,T1082,System Information Discovery
C:\Windows\system32\cmd.exe /C systeminfo,T1082,System Information Discovery
ipconfig,T1016,System Network Configuration Discovery
ipconfig /all,T1016,System Network Configuration Discovery
sending new emails with attached xls and zip files.,T1566.001,Phishing: Spearphishing Attachment
The document came in via email in the form of a zip file which included an xls file.,T1566.001,Phishing: Spearphishing Attachment
"The emails were sent through various compromised email accounts, propagating additional malicious xls files",T1566.001,Phishing: Spearphishing Attachment
Using the remote admin tools,T1219,Remote Access Software
the threat actor deployed several Atera/Splashtop remote access tools across the environment as an alternative means of access to the environment,T1219,Remote Access Software
Threat actors used Atera and Splashtop remote access tools on two compromised hosts during the intrusion.,T1219,Remote Access Software
after a user opened an Excel document and enabled macros.,T1204.002,User Execution: Malicious File
To deobfuscate the document the tool xlmdeobfuscator was used with the following output.,T1140,Deobfuscate/Decode Files or Information
After deobfuscation,T1140,Deobfuscate/Decode Files or Information
used process hollowing to launch under the context of the Dllhost.exe process,T1055,Process Injection
"the following URLs are hard coded, and obfuscated",T1027,Obfuscated Files or Information
to download the second stage.,T1105,Ingress Tool Transfer
malware pulled down and executed a Cobalt Strike payload on,T1105,Ingress Tool Transfer
ran another round of discovery activity with native windows utilities,T1059.003,Command and Scripting Interpreter: Windows Command Shell
cmd.exe /C,T1059.003,Command and Scripting Interpreter: Windows Command Shell
“C:\Windows\System32\cmd.exe” CommandLine: “C:\Windows\system32\cmd.exe /c,T1059.003,Command and Scripting Interpreter: Windows Command Shell
cmd.exe /C,T1059.003,Command and Scripting Interpreter: Windows Command Shell
C:\Windows\system32\cmd.exe /C gpupdate ,T1059.003,Command and Scripting Interpreter: Windows Command Shell
C:\Windows\system32\cmd.exe /C gpupdate ,T1059.003,Command and Scripting Interpreter: Windows Command Shell
C:\Windows\system32\cmd.exe /C gpupdate ,T1059.003,Command and Scripting Interpreter: Windows Command Shell
C:\Windows\system32\cmd.exe /C gpupdate ,T1059.003,Command and Scripting Interpreter: Windows Command Shell
whoami.exe,T1033,System Owner/User Discovery
cmd.exe /C whoami,T1033,System Owner/User Discovery
The threat actors continued by moving laterally to the domain controllers on the network using SMB to transfer and execute a Cobalt Strike Beacon,T1570,Lateral Tool Transfer
"the threat actors used PsExec, to copy and execute a Cobalt Strike Beacon DLL on most of the systems in the network.",T1570,Lateral Tool Transfer
"They utilized RDP,",T1021.001,Remote Services: Remote Desktop Protocol
the threat actor was seen establishing RDP connections,T1021.001,Remote Services: Remote Desktop Protocol
"Cobalt Strike was used to enable RDP,",T1021.001,Remote Services: Remote Desktop Protocol
remotedesktop mode = enable cmd,T1021.001,Remote Services: Remote Desktop Protocol
RDP connections were established from the beachhead host to systems throughout the environment,T1021.001,Remote Services: Remote Desktop Protocol
